Time stamp,X-coordinate,Y-coordinate,Button status,Azimuth,Altitude,Pressure,x_dot,y_dot,pressure_dot,altitude_dot,azimuth_dot,path_tan_angle,path_velocity,log_curve,total_accelaration,path_tan_angle_dot,path_velocity_dot,log_curve_dot,total_accelaration_dot,x_dot_dot,y_dot_dot,min_max_v,angle_of_two,angle_of_two_dot,angle_of_two_sin,angle_of_two_cos,five_window,seven_window
0.0,0.14576271186440676,0.9911342097217974,0.0,0.47826086956521774,1.0,0.24055944055944056,0.42750929368029744,0.7142857142857142,0.6506410256410257,0.23076923076923078,0.7692307692307693,0.5,0.0,0.0,0.0,0.5003568875432846,0.0960703742563372,0.5515906349132916,0.0822753056282437,0.911062906724512,0.9035222052067381,0.0,0.5,0.09940612616472178,0.5,0.0,0.0,0.0
10.0,0.14576271186440676,0.9911342097217974,1.0,0.47826086956521774,1.0,0.23076923076923078,0.42750929368029744,0.7142857142857142,0.6282051282051282,0.23076923076923078,0.7692307692307693,0.5,0.0,0.0,0.0,0.5003568875432846,0.0960703742563372,0.5515906349132916,0.0822753056282437,0.911062906724512,0.9035222052067381,0.0,0.5,0.09940612616472178,0.5,0.0,0.22101114911697617,0.4752833726602137
20.0,0.13803389830508472,1.0,1.0,0.47826086956521774,1.0,0.2265734265734266,0.32156133828996286,0.733644859813084,0.6410256410256411,0.23076923076923078,0.7692307692307693,0.3501904753729437,0.058434522512572425,0.0,0.0,0.5003568875432846,0.10204941210359077,0.5515906349132916,0.0822753056282437,0.8863340563991323,0.9062978560490046,0.23374877680371187,0.3501904753729437,0.09940612616472178,0.2732713781397238,0.891278030761086,0.37815367390445986,0.7826936287812418
30.0,0.13342372881355935,0.9905227759095077,1.0,0.47826086956521774,1.0,0.23076923076923078,0.36431226765799263,0.6935914552736981,0.6602564102564102,0.23076923076923078,0.7692307692307693,0.7353191928107516,0.042040538919871556,0.23715710921462543,0.006037989923978098,0.7047886025119974,0.09439293694439677,0.5515906349132916,0.0822753056282437,0.9210412147505423,0.8977794793261868,0.19148607360876105,0.11651940789622667,0.07563150070657981,0.0331269413489752,0.35793601163245237,0.3597037182546904,0.7184331731597117
40.0,0.12596610169491523,0.9734026291653928,1.0,0.47826086956521774,0.96,0.24475524475524474,0.325278810408922,0.6769025367156207,0.6826923076923077,0.15384615384615385,0.7692307692307693,0.7528675790542492,0.07171887194982376,0.4732979986357449,0.003382732556107604,0.5096718166364932,0.09910707018195722,0.8206105719093887,0.08203091703565404,0.9019522776572668,0.9011294027565084,0.29409661578852136,0.7776096707117239,0.16666808359139013,0.8828524323948055,0.6431920864232734,0.714425613402238,0.5438609209494609
50.0,0.11674576271186443,0.9333537144604098,1.0,0.6086956521739131,0.8799999999999999,0.27132867132867133,0.3011152416356878,0.6268357810413885,0.7115384615384616,0.07692307692307693,1.0,0.8475938742954249,0.1348610782835395,0.4045599832804387,0.008452988036080331,0.5506389312133033,0.10253110372233315,0.47328189047918434,0.08274196946874904,0.9054229934924078,0.896343797856049,0.5142591027524599,0.9453690890877382,0.1164746378210178,0.9926540101998205,0.1707867235359378,0.48132290715960896,0.0
60.0,0.10644067796610168,0.8697645979822686,1.0,0.6956521739130439,0.7999999999999998,0.3384615384615385,0.28624535315985133,0.5754339118825099,0.8044871794871795,0.07692307692307693,0.9230769230769231,0.8884915229747848,0.20234061999158928,0.4857536963570634,0.008170188800927113,0.522065932024133,0.102974901177062,0.6440893446026574,0.08224927692462317,0.9075921908893709,0.8961523736600306,0.7358066595627638,0.9670470726393348,0.10161173058632318,0.9973230525406529,0.1033398550733824,0.17601647332787296,0.0
70.0,0.09640677966101696,0.7902782023845918,1.0,0.7826086956521738,0.6799999999999997,0.4027972027972028,0.28996282527881045,0.5407209612817089,0.7980769230769231,0.0,0.9230769230769231,0.9117379527624225,0.24699901945545302,0.5355765390299009,0.005441637314245414,0.5126964179216027,0.10063983506667856,0.6083505549325242,0.08202417108072022,0.9119305856832972,0.8985451761102603,0.898205824556382,0.012236656454254369,0.002259910017980385,0.00036941268434287355,0.038433122101204246,0.0,0.0
80.0,0.08637288135593219,0.7013145826964231,1.0,0.7826086956521738,0.6399999999999997,0.44755244755244755,0.28996282527881045,0.5200267022696928,0.7532051282051282,0.15384615384615385,0.7692307692307693,0.9207352954890378,0.27435164694481506,0.6042956658621226,0.00321214498568909,0.5051328030242179,0.09886910329439064,0.6298778608831354,0.08207010424213389,0.911062906724512,0.9005551301684532,0.9619315660323549,0.0,0.0981611199805957,0.0,6.123233995736766e-17,0.0,0.0
90.0,0.07959322033898303,0.603790889636197,1.0,0.6521739130434785,0.56,0.49790209790209794,0.3345724907063197,0.5013351134846461,0.7660256410256411,0.07692307692307693,0.5384615384615385,0.9505108198551465,0.2950317726436601,0.5310243852813457,0.0038963420167906697,0.5161621527303432,0.09818637091247061,0.46811743662990685,0.08233827878915391,0.9214750542299349,0.9008422664624808,0.880409818198997,0.22556274802780274,0.12235577889485533,0.12037169881735182,0.6507913734559689,0.0,0.0
100.0,0.07688135593220341,0.5004585753592175,1.0,0.6956521739130439,0.48,0.5328671328671328,0.39033457249070636,0.4886515353805073,0.7307692307692308,0.07692307692307693,0.8461538461538463,0.9811870315067572,0.3093737851230382,0.5321759341858086,0.003738017646282582,0.5166402501509942,0.09753785326930484,0.5529025195872502,0.08226073353043152,0.9240780911062907,0.9017036753445635,0.7043454101202306,0.3202919805586555,0.1090442557272645,0.23247395940782778,0.8448190755542287,0.0,0.0
100.0,0.07688135593220341,0.3983491287068175,1.0,0.6956521739130439,0.43999999999999995,0.5524475524475525,0.42750929368029744,0.7142857142857142,0.6506410256410257,0.23076923076923078,0.7692307692307693,0.5,0.0,0.0,0.0,0.5003568875432846,0.0960703742563372,0.5515906349132916,0.0822753056282437,0.911062906724512,0.9035222052067381,0.0,0.5,0.09940612616472178,0.5,0.0,0.0,0.0
110.0,0.08203389830508473,0.3106083766432284,1.0,0.6956521739130439,0.3999999999999999,0.558041958041958,0.4981412639405205,0.5226969292389853,0.6634615384615384,0.15384615384615385,0.7692307692307693,0.04190183563294958,0.2645230604138948,0.0,0.0,0.5003568875432846,0.0960703742563372,0.5515906349132916,0.0822753056282437,0.911062906724512,0.9035222052067381,0.6786695675732194,0.5,0.09940612616472178,0.5,0.0,0.1493912563732322,0.3325312610481607
120.0,0.09179661016949153,0.2326505655762765,1.0,0.6086956521739131,0.31999999999999984,0.5594405594405595,0.5613382899628253,0.5440587449933243,0.6538461538461539,0.07692307692307693,0.6153846153846154,0.08759545856930928,0.24210526793400408,0.49022094646282305,0.0046726146799143985,0.5246117023027739,0.09377657901465786,0.5515906349132916,0.0822753056282437,0.9258134490238612,0.9065849923430321,0.5937708498691923,0.7403571967281756,0.09940612616472178,0.8426823495024953,0.728199992692803,0.2727972547454958,0.5603642981250876
130.0,0.10454237288135593,0.17456435340874354,1.0,0.6086956521739131,0.23999999999999977,0.5692307692307692,0.6022304832713755,0.5874499332443257,0.6730769230769231,0.07692307692307693,0.7692307692307693,0.14624054593227714,0.1936890419782902,0.4594112905444063,0.0067954074883305945,0.5314865209392609,0.09111641151371172,0.5164912003580892,0.08247068644258049,0.9206073752711497,0.9097434915773354,0.6601675999530379,0.8961167621989938,0.11525372497350723,0.9736079847863047,0.3205961743168832,0.44729047729672833,0.5941104630098696
