Time stamp,X-coordinate,Y-coordinate,Button status,Azimuth,Altitude,Pressure,x_dot,y_dot,pressure_dot,altitude_dot,azimuth_dot,path_tan_angle,path_velocity,log_curve,total_accelaration,path_tan_angle_dot,path_velocity_dot,log_curve_dot,total_accelaration_dot,x_dot_dot,y_dot_dot,min_max_v,angle_of_two,angle_of_two_dot,angle_of_two_sin,angle_of_two_cos,five_window,seven_window
0.0,0.07281612706169827,0.7991019457841344,0.0,0.5632183908045977,0.7058823529411762,0.17230443974630022,0.3235294117647059,0.6703967446592065,0.7721238938053097,0.5,0.5263157894736842,0.5,0.0,0.0,0.0,0.500334370109578,0.6295428378389305,0.5282649050302093,0.49974065383066124,0.4114527286702537,0.6102809324566647,0.0,0.4993676373256836,0.4981097273531839,0.4999980316355534,0.0,0.0,0.0
10.0,0.058643860720830776,0.8197239314817895,1.0,0.5862068965517241,0.6470588235294117,0.17653276955602537,0.14396284829721362,0.7965412004069176,0.7765486725663716,0.25,0.631578947368421,0.23939359759446455,0.2574138224330821,0.0,0.0,0.500334370109578,0.6295428378389305,0.5282649050302093,0.49974065383066124,0.4114527286702537,0.6102809324566647,0.33832787342615683,0.4993676373256836,0.4981097273531839,0.4999980316355534,0.0,0.046833843382308706,0.08429251771592776
20.0,0.04605986560781919,0.8340262764011309,1.0,0.5977011494252874,0.5294117647058827,0.18710359408033828,0.16408668730650153,0.757884028484232,0.7831858407079645,0.0,0.5789473684210527,0.27855420766105893,0.20341877837837571,0.5643071758358226,0.031222948442081715,0.5203064260748058,0.5679505290759086,0.5282649050302093,0.49974065383066124,0.42827312323853445,0.5194261805140467,0.13215047384845757,0.10379068066882408,0.4981097273531839,0.026914176763326636,0.32368767906298995,0.04133572670897518,0.08399944375024405
30.0,0.0378741600488699,0.8504906036920007,1.0,0.5977011494252874,0.4705882352941173,0.21141649048625794,0.2198142414860681,0.7711088504577823,0.7975663716814159,0.25,0.5263157894736842,0.18938262008731455,0.18122186410926586,0.4885960030018555,0.029069486665683257,0.4548565306555331,0.6042227511312658,0.45523805042513177,0.4986290018425372,0.458032282859339,0.6413628212791394,0.06647407458067382,0.6098138915603307,0.7581107714489987,0.6698209320684189,0.9405538996916954,0.04667102248918525,0.07952438485356253
40.0,0.032254123396456946,0.8642940296025278,1.0,0.6551724137931033,0.4705882352941173,0.27061310782241016,0.25232198142414863,0.7548321464903357,0.8340707964601769,0.5,0.7894736842105263,0.16108866396732435,0.14385876828864594,0.5625797312911719,0.02071854365393534,0.48590434784625824,0.5869226423299797,0.5996255611486092,0.49542976124670013,0.43862413528055344,0.5720263000597728,0.08373876583092399,0.2918613732869354,0.3347417534250061,0.19697523109020737,0.7954317200324988,0.06077417816647206,0.0930622221530387
50.0,0.02846670739156995,0.8709462830533844,1.0,0.67816091954023,0.4705882352941173,0.4006342494714588,0.2755417956656347,0.711088504577823,0.9081858407079646,0.5,0.631578947368421,0.20986491281085923,0.07671835255135787,0.4679212747426397,0.035760663359129585,0.5252104374134415,0.5529555641554627,0.4369625372981718,0.5075056406343018,0.43086087624903924,0.5074716078900179,0.11104295911004322,0.10570746295406735,0.4024615238571557,0.027896082382597442,0.3293721563182941,0.03813280585938919,0.09257478176524174
60.0,0.027244960293219322,0.8729419590886413,1.0,0.67816091954023,0.3529411764705883,0.41437632135306557,0.3080495356037152,0.6826042726347914,0.786504424778761,0.0,0.5263157894736842,0.22114206162369549,0.023680419526960237,0.4912350217211184,0.027829481783619204,0.506085757711435,0.5690423084999525,0.5507520697004824,0.49564644892615906,0.43862413528055344,0.5433353257621041,0.05424423085549262,0.20382709654024622,0.5485248202374804,0.09999645694399611,0.6000000000000001,0.046099404511309595,0.11199920936381946
70.0,0.027244960293219322,0.8741061034425411,1.0,0.67816091954023,0.3529411764705883,0.4302325581395349,0.3235294117647059,0.6775178026449644,0.788716814159292,0.5,0.5263157894736842,1.0,0.010611884611069046,0.08480125409652024,0.015250852362570821,0.897554799203018,0.6146355208487938,0.13624113173582053,0.49324736077246295,0.4243914937227774,0.598326359832636,0.0334311931917991,0.35159736693296495,0.5740359373796746,0.276390353606233,0.8944271909999159,0.05155501854287835,0.14049926520433045
80.0,0.027978008552229705,0.8707799767171128,1.0,0.7011494252873564,0.3529411764705883,0.45454545454545453,0.3328173374613003,0.6500508646998983,0.7975663716814159,0.5,0.631578947368421,0.09277357907774231,0.03165466513621482,0.16066666412406794,0.04860379807451872,0.03764554016080629,0.6535464007219265,0.6014405283927726,0.5169579867858287,0.4192159877017679,0.5457262402869097,0.08330794389820596,0.06842779248386399,0.3526136642709724,0.011902580051674494,0.2169304578186562,0.05901856921635718,0.16501354645048036
90.0,0.03530849114233356,0.8642940296025278,1.0,0.7241379310344828,0.2941176470588234,0.5031712473572938,0.4164086687306502,0.6307222787385555,0.8230088495575221,0.25,0.631578947368421,0.316534069134463,0.10848554295558692,0.37297476309312855,0.05679442130895811,0.6144530475923844,0.7171840506952483,0.7330456803709156,0.5039687867384889,0.48132205995388166,0.5648535564853556,0.2676042603624996,0.39153968306063647,0.6641286511921252,0.33404427252769997,0.9433123908373908,0.10501668562898937,0.1422955833556962
100.0,0.04654856444715946,0.8453351072675869,1.0,0.7241379310344828,0.2941176470588234,0.5391120507399578,0.4659442724458205,0.5544252288911495,0.8097345132743362,0.5,0.5263157894736842,0.2161341025300232,0.2220799432577497,0.49543072168450214,0.07001649189885026,0.44913001582293766,0.7591203110987431,0.6463792222286563,0.5065661016837231,0.4528567768383295,0.43096234309623427,0.4600523555184517,0.12726610807116173,0.3623226647337795,0.040107137136537296,0.39243868504778334,0.0900719576248969,0.10166806853233196
110.0,0.06279780085522296,0.8125727590221188,1.0,0.7471264367816092,0.2941176470588234,0.5739957716701902,0.5294117647058825,0.46998982706002035,0.8086283185840707,0.5,0.631578947368421,0.18902413792881917,0.36033879022311344,0.6401080698902256,0.0743020893595363,0.48650818789970324,0.7872551194120728,0.6678127587563307,0.5019529489313611,0.46450166538560084,0.4118350268977884,0.6682636209101203,0.14496588329792887,0.5072040928687755,0.051707676265793756,0.44288752322273783,0.046734408806960344,0.07605511774264609
120.0,0.0791692119731216,0.7708298686179943,1.0,0.7471264367816092,0.2941176470588234,0.6194503171247359,0.5309597523219814,0.41505595116988814,0.8196902654867256,0.5,0.5263157894736842,0.15608987533734925,0.4313419348868638,0.6389176072296385,0.0439988343739551,0.48353777438413387,0.7105363379987667,0.5271166498867033,0.4840976208218799,0.41274660517550604,0.4811715481171548,0.7999419742720321,0.004636682718986984,0.42600683190817906,8.177544596538189e-05,0.01851534400602083,0.03693326826848528,0.07488206219924509
