Time stamp,X-coordinate,Y-coordinate,Button status,Azimuth,Altitude,Pressure,x_dot,y_dot,pressure_dot,altitude_dot,azimuth_dot,path_tan_angle,path_velocity,log_curve,total_accelaration,path_tan_angle_dot,path_velocity_dot,log_curve_dot,total_accelaration_dot,x_dot_dot,y_dot_dot,min_max_v,angle_of_two,angle_of_two_dot,angle_of_two_sin,angle_of_two_cos,five_window,seven_window
0.0,0.0,0.7373423189908417,0.0,0.17142857142857126,0.0,0.07417974322396576,0.4851063829787234,0.6702508960573477,0.7441860465116279,0.3333333333333333,0.5714285714285714,0.5,0.0,0.0,0.0,0.5195904992558806,0.5654456773766554,0.5268498810677821,0.4910813795005917,0.5053763440860216,0.5163934426229507,0.0,0.5,0.5130138000585105,0.5,0.0,0.0,0.0
10.0,0.0,0.7373423189908417,1.0,0.20000000000000018,0.0,0.159771754636234,0.4851063829787234,0.6702508960573477,0.8837209302325582,0.3333333333333333,0.7142857142857142,0.5,0.0,0.0,0.0,0.5195904992558806,0.5654456773766554,0.5268498810677821,0.4910813795005917,0.5053763440860216,0.5163934426229507,0.0,0.5,0.5130138000585105,0.5,0.0,0.32762940060724466,0.3238304907071375
20.0,0.0,0.7373423189908417,1.0,0.2571428571428571,0.0,0.2910128388017119,0.4851063829787234,0.6702508960573477,0.958139534883721,0.3333333333333333,0.8571428571428571,0.5,0.0,0.0,0.0,0.5195904992558806,0.5654456773766554,0.5268498810677821,0.4910813795005917,0.5053763440860216,0.5163934426229507,0.0,0.5,0.5130138000585105,0.5,0.0,0.2891189534321369,0.27379105800164283
30.0,0.0,0.7373423189908417,1.0,0.2571428571428571,0.0,0.44650499286733236,0.4851063829787234,0.6702508960573477,0.9976744186046511,0.3333333333333333,0.5714285714285714,0.5,0.0,0.0,0.0,0.5195904992558806,0.5654456773766554,0.5268498810677821,0.4910813795005917,0.5053763440860216,0.5163934426229507,0.0,0.5,0.5130138000585105,0.5,0.0,0.22912597652514285,0.30199966591838956
40.0,0.0034160783420632557,0.7212718161396234,1.0,0.31428571428571406,0.0625,0.5121255349500714,0.5170212765957447,0.5591397849462365,0.8511627906976744,0.6666666666666666,0.8571428571428571,0.050901928031787225,0.16383634774262099,0.0,0.0,0.5195904992558806,1.0,0.5268498810677821,0.4910813795005917,0.5860215053763442,0.13524590163934413,0.6705655344827267,0.050901928031787225,0.5130138000585105,0.006379439643676432,0.15923243882462046,0.12793619772120926,0.2808623517781271
50.0,0.009565019357777316,0.6988076723691032,1.0,0.31428571428571406,0.0625,0.5777460770328103,0.5425531914893617,0.5149342891278376,0.8511627906976744,0.3333333333333333,0.5714285714285714,0.06518380086895686,0.2309215079063839,0.5469753889742706,0.029870211866831906,0.5270112246936546,0.7433802244701929,0.5268498810677821,0.4910813795005917,0.5698924731182797,0.36475409836065564,0.8549474605375231,0.09982855411198338,0.5387188155043111,0.02438859052561876,0.30850469803743646,0.15089092785361427,0.3597745866357244
60.0,0.01799134593486673,0.6718506998444791,1.0,0.34285714285714297,0.125,0.6034236804564908,0.5638297872340425,0.4838709677419355,0.786046511627907,0.6666666666666666,0.7142857142857142,0.07412685388012802,0.2788427453745273,0.5919152448581527,0.021367234159621683,0.5242372246348268,0.6925504448727886,0.5779968960268944,0.48658123172193946,0.5591397849462366,0.4098360655737704,0.6717357738715057,0.11687506125234337,0.5219696746904885,0.033327196898470246,0.358979079308869,0.19706594774597172,0.5105438709414089
70.0,0.029606012297882067,0.6457577328494903,1.0,0.34285714285714297,0.125,0.6105563480741798,0.5936170212765957,0.4898446833930705,0.7558139534883721,0.3333333333333333,0.5714285714285714,0.10367951018840316,0.27719443159016344,0.5097099821535263,0.011347831114632978,0.5349457787014348,0.5610737422724855,0.4332903064190511,0.4857786730948,0.5806451612903226,0.5368852459016392,0.5019145042828527,0.6091879114336295,0.7716645681971773,0.6681681984990782,0.9417419115948374,0.38535681240355135,0.8734325394372642
80.0,0.04463675700296055,0.620874373595991,1.0,0.37142857142857144,0.125,0.6219686162624822,0.6255319148936169,0.49820788530465954,0.7627906976744185,0.3333333333333333,0.7142857142857142,0.13679758214535337,0.27549783183417215,0.5014947690156106,0.012635299398334496,0.5367983347983846,0.5609456700956952,0.5174999705931478,0.4917627640386309,0.5860215053763442,0.5450819672131146,0.5050054470312055,0.638982741545,0.5286673741872973,0.7114427326655618,0.9061831399952656,1.0,0.9325769086858152
90.0,0.06194488726941472,0.6048038707447727,1.0,0.34285714285714297,0.1875,0.6034236804564908,0.6468085106382978,0.5591397849462365,0.713953488372093,0.6666666666666666,0.42857142857142855,0.21808800931240457,0.20888557828184132,0.4211018661566038,0.03755313434827953,0.5618282328923325,0.38876545275201113,0.43535299207551403,0.5042689878255828,0.5591397849462366,0.7254098360655736,0.6660484025078267,0.9383682054913454,0.6703045963291313,0.9906568748385787,0.19241446072101118,0.6409227052593433,0.734465288306656
